L,a,b,hex_srgb
82.0,34.0,14.0,#FFB3B3
82.0,34.0,22.0,#FFB3A5
82.0,34.0,30.0,#FFB296
82.0,44.0,-24.0,#FFAEFA
82.0,44.0,-6.0,#FFACD9
82.0,44.0,6.0,#FFABC3
83.0,-116.0,60.0,#00FA50
83.0,-106.0,66.0,#00F741
83.0,-102.0,40.0,#00F77E
83.0,-102.0,48.0,#00F66D
83.0,-98.0,82.0,#00F400
83.0,-96.0,92.0,#00F400
83.0,-94.0,14.0,#00F5B1
83.0,-92.0,80.0,#00F300
83.0,-86.0,26.0,#00F29B
83.0,-80.0,-2.0,#00F2D0
83.0,-80.0,12.0,#00F1B6
83.0,-78.0,62.0,#07EF4E
83.0,-70.0,82.0,#5FEC00
83.0,-66.0,-20.0,#00EFF2
83.0,-66.0,-8.0,#00EEDC
83.0,-60.0,-24.0,#00EDFA
83.0,-58.0,68.0,#7DE73F
83.0,-56.0,-18.0,#00EBEF
83.0,-50.0,80.0,#97E40A
83.0,-46.0,52.0,#93E368
83.0,-46.0,60.0,#98E355
83.0,-42.0,40.0,#94E281
83.0,-42.0,100.0,#AEE000
83.0,-38.0,-10.0,#55E3E0
83.0,-38.0,10.0,#7EE2BB
83.0,-34.0,4.0,#82E0C6
83.0,-30.0,-10.0,#76DFE0
83.0,-26.0,-16.0,#78DEEC
83.0,-24.0,22.0,#AFDAA5
83.0,-24.0,86.0,#CDD800
83.0,-22.0,10.0,#A9DABB
83.0,-20.0,42.0,#C5D77E
83.0,-20.0,50.0,#C9D76E
83.0,-20.0,58.0,#CCD75C
83.0,-10.0,24.0,#CDD3A1
83.0,-8.0,46.0,#DDD177
83.0,-8.0,126.0,#EDCF00
83.0,-6.0,16.0,#D0D1B1
83.0,-2.0,10.0,#D3CFBC
83.0,-2.0,60.0,#ECCD59
83.0,-2.0,82.0,#F2CC12
83.0,0.0,-16.0,#BED0EC
83.0,0.0,-2.0,#CDCFD2
83.0,0.0,66.0,#F1CB4B
83.0,2.0,-10.0,#C9CEE1
83.0,4.0,28.0,#E9CA9A
83.0,4.0,80.0,#FBC920
83.0,6.0,8.0,#E0CAC0
83.0,6.0,16.0,#E6CAB1
83.0,10.0,4.0,#E5C8C8
83.0,14.0,90.0,#FFC200
83.0,14.0,106.0,#FFC200
83.0,16.0,48.0,#FFC274
83.0,16.0,120.0,#FFC000
83.0,22.0,-16.0,#EBC2ED
83.0,22.0,-8.0,#F1C1DE
83.0,28.0,-14.0,#F7BDEA
83.0,28.0,84.0,#FFB813
83.0,28.0,104.0,#FFB700
83.0,28.0,112.0,#FFB700
83.0,30.0,-8.0,#FFBBDF
83.0,30.0,118.0,#FFB500
83.0,34.0,78.0,#FFB330
83.0,34.0,86.0,#FFB306
83.0,34.0,106.0,#FFB200
83.0,36.0,-6.0,#FFB6DB
83.0,38.0,0.0,#FFB4D0
83.0,40.0,64.0,#FFAE55
83.0,40.0,72.0,#FFAE42
83.0,40.0,80.0,#FFAE2A
83.0,42.0,-12.0,#FFB1E6
83.0,42.0,30.0,#FFAE99
83.0,44.0,18.0,#FFADAF
83.0,44.0,36.0,#FFAC8E
83.0,48.0,-14.0,#FFACEA
83.0,52.0,22.0,#FFA5A8
84.0,-114.0,82.0,#00FC00
84.0,-108.0,88.0,#00FA00
84.0,-106.0,34.0,#00FB8D
84.0,-102.0,28.0,#00FA99
84.0,-96.0,100.0,#00F700
84.0,-94.0,68.0,#00F73F
84.0,-92.0,40.0,#00F781
84.0,-90.0,46.0,#00F675
84.0,-88.0,74.0,#00F52A
84.0,-84.0,40.0,#00F481
84.0,-82.0,80.0,#18F303
84.0,-80.0,70.0,#16F23A
84.0,-78.0,4.0,#00F4C8
84.0,-76.0,32.0,#00F292
84.0,-72.0,-4.0,#00F2D7
84.0,-70.0,30.0,#00F096
84.0,-68.0,36.0,#29EF8A
84.0,-58.0,40.0,#67EB83
84.0,-56.0,28.0,#5DEB9A
84.0,-54.0,60.0,#86E957
84.0,-50.0,-28.0,#00ECFF
84.0,-48.0,28.0,#7AE89B
84.0,-46.0,4.0,#58E8C8
84.0,-46.0,34.0,#87E78F
84.0,-46.0,88.0,#A6E500
84.0,-44.0,108.0,#AEE400
84.0,-44.0,116.0,#B0E400
84.0,-42.0,-28.0,#00E9FF
84.0,-42.0,-4.0,#56E7D8
84.0,-38.0,112.0,#BBE100
84.0,-28.0,8.0,#9BE0C2
84.0,-28.0,50.0,#BCDE70
84.0,-28.0,100.0,#CCDD00
84.0,-24.0,-22.0,#75E0FA
84.0,-22.0,126.0,#D9DA00
84.0,-20.0,-10.0,#98DDE4
84.0,-18.0,-4.0,#A6DCD8
84.0,-16.0,2.0,#B1DACD
84.0,-16.0,122.0,#E3D600
84.0,-8.0,-22.0,#A6D8FA
84.0,-4.0,36.0,#E2D28D
84.0,-2.0,44.0,#E9D07E
84.0,0.0,18.0,#DFD0B0
84.0,2.0,126.0,#FFCC00
84.0,4.0,72.0,#FCCC3F
84.0,6.0,88.0,#FFCA00
84.0,8.0,98.0,#FFC800
84.0,10.0,82.0,#FFC71C
84.0,12.0,16.0,#F3C9B4
84.0,12.0,24.0,#F8C8A5
84.0,14.0,10.0,#F3C8BF
84.0,14.0,126.0,#FFC400
84.0,16.0,38.0,#FFC58B
84.0,16.0,54.0,#FFC46B
84.0,16.0,62.0,#FFC459
84.0,18.0,18.0,#FFC5B1
84.0,22.0,32.0,#FFC196
84.0,26.0,0.0,#FFC0D2
84.0,26.0,26.0,#FFBEA2
84.0,34.0,-20.0,#FFBCF8
84.0,34.0,52.0,#FFB670
84.0,36.0,-14.0,#FFB9ED
84.0,50.0,4.0,#FFABCC
84.0,56.0,-18.0,#FFA8F5
85.0,-104.0,80.0,#00FC03
85.0,-96.0,46.0,#00FB77
85.0,-92.0,52.0,#00F96A
85.0,-90.0,0.0,#00FBD2
85.0,-90.0,98.0,#00F800
85.0,-84.0,104.0,#31F600
85.0,-78.0,-12.0,#00F8E9
85.0,-78.0,18.0,#00F6B0
85.0,-76.0,120.0,#60F300
85.0,-74.0,38.0,#00F489
85.0,-72.0,-18.0,#00F6F4
85.0,-72.0,22.0,#00F4A8
85.0,-70.0,74.0,#61F231
85.0,-70.0,98.0,#6EF100
85.0,-66.0,14.0,#00F2B8
85.0,-66.0,24.0,#00F2A4
85.0,-66.0,124.0,#81F000
85.0,-64.0,112.0,#84EF00
85.0,-60.0,16.0,#27F0B4
85.0,-60.0,120.0,#90ED00
85.0,-58.0,22.0,#4BEFA9
85.0,-58.0,50.0,#75EE70
85.0,-52.0,6.0,#40EDC7
85.0,-52.0,72.0,#95EB3A
85.0,-50.0,20.0,#6BECAD
85.0,-48.0,-14.0,#00EDED
85.0,-42.0,124.0,#B7E600
85.0,-36.0,-26.0,#1AE9FF
85.0,-34.0,28.0,#A3E49E
85.0,-34.0,46.0,#B0E47A
85.0,-24.0,106.0,#D7DE00
85.0,-24.0,114.0,#D8DD00
85.0,-22.0,16.0,#B4DFB5
85.0,-22.0,66.0,#D1DD4E
85.0,-16.0,-22.0,#93DFFD
85.0,-16.0,18.0,#C3DCB2
85.0,-14.0,-16.0,#A2DDF2
85.0,-10.0,-4.0,#BBDADB
85.0,-10.0,4.0,#C3DACC
85.0,-10.0,54.0,#E2D76B
85.0,-4.0,0.0,#CCD7D4
85.0,-2.0,110.0,#FCD100
85.0,0.0,4.0,#D8D4CD
85.0,2.0,94.0,#FFCF00
85.0,2.0,102.0,#FFCF00
85.0,4.0,-16.0,#CDD3F2
85.0,4.0,0.0,#DCD2D4
85.0,8.0,-14.0,#D7D0EF
85.0,8.0,-6.0,#DFD0E0
85.0,12.0,76.0,#FFC938
85.0,14.0,-20.0,#DDCDFA
85.0,14.0,-12.0,#E5CCEB
85.0,14.0,32.0,#FFC999
85.0,16.0,-6.0,#EECAE0
85.0,18.0,78.0,#FFC533
85.0,20.0,6.0,#FEC7CA
85.0,20.0,26.0,#FFC5A4
85.0,22.0,98.0,#FFC100
85.0,26.0,-22.0,#F3C5FE
85.0,28.0,58.0,#FFBE66
85.0,28.0,74.0,#FFBD40
85.0,34.0,36.0,#FFBA92
85.0,34.0,68.0,#FFB950
85.0,38.0,8.0,#FFB9C7
85.0,40.0,46.0,#FFB47F
85.0,40.0,54.0,#FFB46F
85.0,42.0,-18.0,#FFB8F7
86.0,-112.0,50.0,#00FF70
86.0,-110.0,44.0,#00FF7D
86.0,-100.0,34.0,#00FF92
86.0,-94.0,106.0,#00FC00
86.0,-92.0,86.0,#00FC00
86.0,-86.0,10.0,#00FCC2
86.0,-82.0,110.0,#47F800
86.0,-78.0,86.0,#4BF700
86.0,-76.0,76.0,#4CF72C
86.0,-74.0,44.0,#0DF77F
86.0,-74.0,112.0,#69F500
86.0,-72.0,12.0,#00F7BE
86.0,-72.0,50.0,#3BF672
86.0,-72.0,68.0,#57F547
86.0,-66.0,4.0,#00F6CD
86.0,-66.0,44.0,#52F47F
86.0,-64.0,50.0,#63F373
86.0,-64.0,76.0,#7AF22E
86.0,-62.0,-16.0,#00F6F3
86.0,-60.0,-10.0,#00F4E8
86.0,-60.0,56.0,#78F166
86.0,-60.0,88.0,#8BF100
86.0,-56.0,96.0,#98EF00
86.0,-54.0,0.0,#00F1D5
86.0,-54.0,104.0,#9EEE00
86.0,-52.0,88.0,#9FED00
86.0,-50.0,120.0,#AAEC00
86.0,-48.0,-2.0,#41EFD9
86.0,-44.0,10.0,#73EDC3
86.0,-42.0,-16.0,#2CEEF4
86.0,-42.0,48.0,#A2EA78
86.0,-40.0,76.0,#B5E832
86.0,-36.0,66.0,#B9E750
86.0,-36.0,88.0,#C0E600
86.0,-34.0,34.0,#ABE795
86.0,-34.0,72.0,#BFE640
86.0,-34.0,94.0,#C6E500
86.0,-34.0,102.0,#C7E500
86.0,-32.0,78.0,#C5E52C
86.0,-30.0,40.0,#B8E589
86.0,-28.0,28.0,#B4E4A1
86.0,-28.0,66.0,#C9E351
86.0,-26.0,-6.0,#93E6E2
86.0,-26.0,34.0,#BCE395
86.0,-24.0,0.0,#A1E4D6
86.0,-22.0,94.0,#DCDF00
86.0,-18.0,78.0,#DFDE2E
86.0,-16.0,98.0,#E7DC00
86.0,-14.0,40.0,#D8DD8A
86.0,-14.0,72.0,#E4DC42
86.0,-14.0,84.0,#E7DB11
86.0,-12.0,30.0,#D6DC9E
86.0,-10.0,110.0,#F2D900
86.0,-8.0,66.0,#EDD853
86.0,-2.0,54.0,#F3D56E
86.0,0.0,24.0,#E9D6AA
86.0,4.0,48.0,#FBD27B
86.0,8.0,36.0,#FDD093
86.0,10.0,-24.0,#D3D3FF
86.0,20.0,88.0,#FFC600
86.0,22.0,42.0,#FFC688
86.0,22.0,58.0,#FFC568
86.0,22.0,110.0,#FFC400
86.0,22.0,118.0,#FFC400
86.0,28.0,38.0,#FFC291
86.0,32.0,-2.0,#FFC1DC
86.0,40.0,22.0,#FFB9B0
87.0,-104.0,56.0,#00FF66
87.0,-100.0,70.0,#00FF41
87.0,-100.0,88.0,#00FF00
87.0,-98.0,52.0,#00FF6F
87.0,-96.0,22.0,#00FFAD
87.0,-92.0,28.0,#00FFA1
87.0,-86.0,88.0,#10FD00
87.0,-84.0,62.0,#00FD59
87.0,-80.0,54.0,#00FB6C
87.0,-78.0,92.0,#54FA00
87.0,-72.0,58.0,#4EF963
87.0,-72.0,88.0,#6AF800
87.0,-66.0,56.0,#66F668
87.0,-62.0,36.0,#5BF692
87.0,-60.0,82.0,#8BF414
87.0,-58.0,110.0,#99F200
87.0,-56.0,34.0,#70F397
87.0,-54.0,-10.0,#00F5EB
87.0,-52.0,54.0,#90F16D
87.0,-50.0,-22.0,#00F4FF
87.0,-48.0,46.0,#95F07F
87.0,-44.0,22.0,#88EFAF
87.0,-44.0,66.0,#ABED52
87.0,-42.0,-22.0,#00F1FF
87.0,-42.0,28.0,#94EEA3
87.0,-40.0,34.0,#9FED97
87.0,-38.0,16.0,#92EDBA
87.0,-36.0,-2.0,#7DEDDC
87.0,-36.0,40.0,#ADEB8C
87.0,-34.0,-14.0,#6AEDF3
87.0,-32.0,114.0,#D0E700
87.0,-30.0,60.0,#C6E762
87.0,-30.0,122.0,#D4E600
87.0,-24.0,54.0,#CFE46F
87.0,-20.0,-16.0,#97E6F7
87.0,-16.0,10.0,#C1E2C6
87.0,-14.0,104.0,#EEDE00
87.0,-10.0,-10.0,#BAE0EC
87.0,-8.0,82.0,#F4DB24
87.0,-8.0,98.0,#F7DB00
87.0,-6.0,-14.0,#BEDEF4
87.0,-6.0,116.0,#FDD900
87.0,-4.0,-8.0,#CADDE9
87.0,-4.0,76.0,#F9D93B
87.0,0.0,118.0,#FFD600
87.0,2.0,10.0,#E6D8C7
87.0,6.0,22.0,#F5D5B1
87.0,6.0,56.0,#FFD36D
87.0,6.0,64.0,#FFD35C
87.0,6.0,120.0,#FFD200
87.0,10.0,114.0,#FFCF00
87.0,12.0,58.0,#FFCF6A
87.0,16.0,70.0,#FFCC4F
87.0,22.0,12.0,#FFCAC4
87.0,22.0,72.0,#FFC74A
87.0,26.0,18.0,#FFC7B9
87.0,26.0,52.0,#FFC577
87.0,28.0,32.0,#FFC59F
87.0,28.0,66.0,#FFC35A
87.0,32.0,46.0,#FFC184
87.0,40.0,14.0,#FFBCC1
87.0,48.0,-20.0,#FFB8FF
88.0,-96.0,62.0,#00FF5B
88.0,-88.0,20.0,#00FFB4
88.0,-84.0,34.0,#00FF98
88.0,-80.0,46.0,#00FF80
88.0,-70.0,118.0,#7EFA00
88.0,-66.0,68.0,#74F94D
88.0,-64.0,104.0,#8CF800
88.0,-58.0,72.0,#8FF643
88.0,-58.0,126.0,#9FF500
88.0,-54.0,14.0,#57F6C0
88.0,-52.0,40.0,#87F48D
88.0,-52.0,66.0,#9BF454
88.0,-52.0,112.0,#ABF300
88.0,-48.0,104.0,#B2F100
88.0,-44.0,82.0,#B4F01F
88.0,-44.0,96.0,#B8F000
88.0,-40.0,56.0,#B1EF6D
88.0,-32.0,12.0,#A0EDC5
88.0,-30.0,-20.0,#6FEEFF
88.0,-30.0,18.0,#ACECB9
88.0,-30.0,86.0,#D1E903
88.0,-28.0,92.0,#D7E800
88.0,-24.0,76.0,#DAE73B
88.0,-20.0,24.0,#C7E6AE
88.0,-18.0,30.0,#D0E5A3
88.0,-16.0,110.0,#EFE200
88.0,-14.0,50.0,#E2E27B
88.0,-14.0,58.0,#E6E26A
88.0,-14.0,116.0,#F3E100
88.0,-10.0,10.0,#D1E2C9
88.0,-10.0,90.0,#F6DF00
88.0,-10.0,122.0,#FADE00
88.0,-8.0,40.0,#E9DF90
88.0,-6.0,22.0,#E2DFB3
88.0,-4.0,92.0,#FFDB00
88.0,0.0,-20.0,#C8DEFF
88.0,8.0,12.0,#F5D7C6
88.0,8.0,28.0,#FFD6A8
88.0,10.0,0.0,#F0D6DD
88.0,10.0,42.0,#FFD48D
88.0,10.0,70.0,#FFD351
88.0,12.0,48.0,#FFD281
88.0,14.0,98.0,#FFCF00
88.0,16.0,116.0,#FFCE00
88.0,18.0,0.0,#FFD1DD
88.0,20.0,-20.0,#F2D1FF
88.0,20.0,-12.0,#F9D1F4
88.0,20.0,50.0,#FFCD7E
88.0,22.0,64.0,#FFCB60
88.0,24.0,78.0,#FFC93D
88.0,28.0,6.0,#FFC9D2
88.0,34.0,16.0,#FFC4C0
88.0,34.0,24.0,#FFC3B1
88.0,36.0,30.0,#FFC1A6
89.0,-94.0,94.0,#00FF00
89.0,-90.0,36.0,#00FF97
89.0,-90.0,60.0,#00FF63
89.0,-90.0,68.0,#00FF4E
89.0,-88.0,82.0,#00FF18
89.0,-86.0,54.0,#00FF71
89.0,-82.0,28.0,#00FFA7
89.0,-82.0,76.0,#35FF36
89.0,-78.0,100.0,#61FF00
89.0,-76.0,106.0,#6BFF00
89.0,-72.0,80.0,#6BFE27
89.0,-68.0,-8.0,#00FFED
89.0,-66.0,84.0,#82FC0F
89.0,-64.0,-2.0,#00FEE1
89.0,-52.0,78.0,#A4F633
89.0,-46.0,40.0,#9BF590
89.0,-46.0,72.0,#AFF447
89.0,-46.0,112.0,#BAF300
89.0,-40.0,104.0,#C5F100
89.0,-36.0,22.0,#A3F1B4
89.0,-30.0,4.0,#9EEFD7
89.0,-24.0,42.0,#CEEA8E
89.0,-24.0,82.0,#DEE929
89.0,-22.0,48.0,#D5E981
89.0,-18.0,36.0,#D6E89A
89.0,-18.0,126.0,#F0E500
89.0,-12.0,22.0,#D9E5B5
89.0,-6.0,28.0,#E9E1AA
89.0,-6.0,48.0,#F3E083
89.0,-4.0,14.0,#E3E1C5
89.0,-4.0,104.0,#FFDE00
89.0,-2.0,40.0,#F6DE93
89.0,-2.0,126.0,#FFDC00
89.0,0.0,-10.0,#D6E0F2
89.0,0.0,62.0,#FFDC65
89.0,0.0,70.0,#FFDC52
89.0,0.0,86.0,#FFDC1C
89.0,2.0,32.0,#F9DCA3
89.0,4.0,-8.0,#E0DEEF
89.0,4.0,76.0,#FFD943
89.0,4.0,112.0,#FFD900
89.0,6.0,84.0,#FFD828
89.0,10.0,90.0,#FFD500
89.0,10.0,106.0,#FFD500
89.0,26.0,-6.0,#FFCEEC
89.0,30.0,-18.0,#FFCDFF
89.0,32.0,-12.0,#FFCAF7
89.0,40.0,-12.0,#FFC4F7
90.0,-92.0,44.0,#00FF89
90.0,-92.0,76.0,#00FF38
90.0,-82.0,22.0,#00FFB5
90.0,-78.0,38.0,#00FF96
90.0,-76.0,64.0,#4DFF5D
90.0,-74.0,30.0,#00FFA6
90.0,-70.0,104.0,#81FF00
90.0,-68.0,94.0,#84FF00
90.0,-66.0,10.0,#00FFCD
90.0,-66.0,30.0,#43FFA6
90.0,-64.0,18.0,#24FFBE
90.0,-64.0,62.0,#7CFE62
90.0,-60.0,8.0,#11FFD1
90.0,-58.0,64.0,#90FC5E
90.0,-54.0,-16.0,#00FEFF
90.0,-54.0,20.0,#6BFCBA
90.0,-52.0,26.0,#7CFBAF
90.0,-50.0,32.0,#8AFAA3
90.0,-46.0,52.0,#A7F77A
90.0,-42.0,-6.0,#65F9EC
90.0,-42.0,120.0,#C7F400
90.0,-38.0,6.0,#8CF6D6
90.0,-36.0,82.0,#CBF22A
90.0,-36.0,124.0,#D3F100
90.0,-32.0,54.0,#C7F177
90.0,-24.0,122.0,#E8EC00
90.0,-22.0,8.0,#BAEED2
90.0,-20.0,104.0,#EDEA00
90.0,-6.0,58.0,#FAE370
90.0,0.0,98.0,#FFDE00
90.0,2.0,16.0,#F3E0C4
90.0,2.0,106.0,#FFDD00
90.0,6.0,100.0,#FFDA00
90.0,8.0,6.0,#F7DDD7
90.0,10.0,126.0,#FFD700
90.0,12.0,64.0,#FFD765
90.0,14.0,18.0,#FFD8C1
90.0,14.0,26.0,#FFD8B2
90.0,16.0,84.0,#FFD42E
90.0,16.0,92.0,#FFD400
90.0,18.0,34.0,#FFD4A2
90.0,28.0,24.0,#FFCDB6
90.0,36.0,2.0,#FFC9E0
91.0,-84.0,94.0,#49FF00
91.0,-72.0,20.0,#00FFBC
91.0,-68.0,74.0,#7CFF45
91.0,-66.0,40.0,#5DFF95
91.0,-64.0,24.0,#44FFB5
91.0,-62.0,94.0,#97FF00
91.0,-60.0,30.0,#67FFA9
91.0,-60.0,46.0,#7DFF89
91.0,-58.0,52.0,#89FF7C
91.0,-58.0,100.0,#A3FE00
91.0,-56.0,88.0,#A4FE00
91.0,-54.0,-4.0,#0AFFEB
91.0,-52.0,96.0,#B0FC00
91.0,-50.0,60.0,#A5FC6B
91.0,-48.0,-10.0,#33FEF7
91.0,-48.0,8.0,#6FFDD4
91.0,-46.0,14.0,#81FCC9
91.0,-46.0,88.0,#BBF900
91.0,-44.0,2.0,#73FCE0
91.0,-40.0,92.0,#C9F700
91.0,-36.0,28.0,#AFF7AE
91.0,-36.0,60.0,#C5F56C
91.0,-36.0,76.0,#CCF543
91.0,-34.0,98.0,#D6F400
91.0,-34.0,106.0,#D7F400
91.0,-32.0,48.0,#C7F486
91.0,-30.0,-4.0,#98F6EC
91.0,-30.0,70.0,#D5F254
91.0,-28.0,100.0,#E1F100
91.0,-28.0,108.0,#E3F100
91.0,-24.0,-10.0,#A0F3F7
91.0,-24.0,16.0,#C0F1C6
91.0,-24.0,64.0,#DEEF64
91.0,-22.0,-4.0,#AFF2EC
91.0,-22.0,70.0,#E4EE55
91.0,-22.0,110.0,#EEED00
91.0,-20.0,2.0,#BBF0E1
91.0,-18.0,42.0,#E0ED93
91.0,-16.0,-10.0,#B6EFF8
91.0,-16.0,16.0,#D2EDC6
91.0,-16.0,64.0,#EDEB65
91.0,-16.0,90.0,#F5EA00
91.0,-14.0,-4.0,#C3EEEC
91.0,-14.0,4.0,#CBEDDD
91.0,-12.0,-16.0,#B8EDFF
91.0,-12.0,36.0,#E8EAA0
91.0,-12.0,44.0,#ECEA90
91.0,-10.0,74.0,#FBE74C
91.0,-8.0,-2.0,#D2EAE9
91.0,-8.0,4.0,#D8EADD
91.0,-4.0,8.0,#E4E7D6
91.0,-2.0,-2.0,#DFE7E9
91.0,2.0,-2.0,#E7E4E9
91.0,6.0,-16.0,#E2E3FF
91.0,12.0,-16.0,#EEDFFF
91.0,12.0,-8.0,#F6DEF5
91.0,14.0,10.0,#FFDBD3
91.0,28.0,12.0,#FFD1D0
92.0,-82.0,68.0,#36FF58
92.0,-82.0,84.0,#4EFF1E
92.0,-72.0,36.0,#31FF9F
92.0,-72.0,44.0,#49FF8F
92.0,-72.0,52.0,#58FF7E
92.0,-66.0,50.0,#6FFF83
92.0,-64.0,112.0,#9BFF00
92.0,-62.0,76.0,#92FF43
92.0,-58.0,116.0,#AAFF00
92.0,-56.0,82.0,#A5FF2E
92.0,-54.0,4.0,#49FFDF
92.0,-52.0,120.0,#B8FE00
92.0,-46.0,26.0,#95FEB4
92.0,-42.0,76.0,#C2FB45
92.0,-40.0,112.0,#D0F900
92.0,-38.0,-14.0,#69FDFF
92.0,-36.0,-8.0,#80FCF6
92.0,-36.0,70.0,#CCF857
92.0,-34.0,118.0,#DCF600
92.0,-30.0,-14.0,#89F9FF
92.0,-30.0,38.0,#C7F69D
92.0,-26.0,58.0,#DBF374
92.0,-24.0,34.0,#D1F3A6
92.0,-22.0,90.0,#EDF101
92.0,-22.0,98.0,#EFF000
92.0,-20.0,54.0,#E5F07D
92.0,-16.0,74.0,#F4EE4E
92.0,-14.0,80.0,#F9EC3D
92.0,-12.0,28.0,#E6EDB2
92.0,-10.0,16.0,#E1EDC9
92.0,-10.0,68.0,#FCEA5E
92.0,-10.0,106.0,#FFEA00
92.0,-4.0,120.0,#FFE600
92.0,2.0,6.0,#F1E6DD
92.0,2.0,48.0,#FFE48B
92.0,2.0,56.0,#FFE47A
92.0,4.0,124.0,#FFE100
92.0,10.0,78.0,#FFDE47
92.0,20.0,6.0,#FFDADD
92.0,20.0,20.0,#FFD9C3
92.0,22.0,26.0,#FFD8B7
92.0,26.0,0.0,#FFD6E9
92.0,32.0,-6.0,#FFD2F5
93.0,-60.0,40.0,#7CFF9B
93.0,-52.0,108.0,#B9FF00
93.0,-50.0,46.0,#A0FF8F
93.0,-44.0,64.0,#BBFF68
93.0,-38.0,34.0,#B5FDA8
93.0,-38.0,42.0,#BBFD98
93.0,-38.0,50.0,#C1FC87
93.0,-30.0,126.0,#E8F700
93.0,-26.0,22.0,#C7F8C0
93.0,-10.0,98.0,#FFED00
93.0,-10.0,114.0,#FFEC00
93.0,-6.0,36.0,#F9ECA5
93.0,-4.0,66.0,#FFEA67
93.0,4.0,24.0,#FFE7BD
93.0,8.0,36.0,#FFE4A6
93.0,8.0,52.0,#FFE386
93.0,8.0,60.0,#FFE275
93.0,14.0,40.0,#FFDF9F
93.0,14.0,56.0,#FFDF7E
93.0,22.0,14.0,#FFDBD1
94.0,-72.0,60.0,#6AFF72
94.0,-70.0,66.0,#78FF63
94.0,-68.0,80.0,#89FF3B
94.0,-58.0,108.0,#AFFF00
94.0,-56.0,74.0,#A7FF50
94.0,-52.0,54.0,#A4FF80
94.0,-50.0,68.0,#B2FF60
94.0,-48.0,82.0,#BDFF37
94.0,-46.0,100.0,#C7FF00
94.0,-46.0,108.0,#C9FF00
94.0,-46.0,116.0,#CBFF00
94.0,-44.0,20.0,#99FFC6
94.0,-40.0,14.0,#9DFFD1
94.0,-34.0,12.0,#ABFFD5
94.0,-34.0,90.0,#DDFC0E
94.0,-32.0,32.0,#C4FDAF
94.0,-30.0,64.0,#DCFB6C
94.0,-30.0,80.0,#E2FB41
94.0,-28.0,8.0,#B6FDDD
94.0,-28.0,88.0,#E8F920
94.0,-26.0,52.0,#DEF986
94.0,-20.0,26.0,#DAF7BB
94.0,-18.0,32.0,#E2F6AF
94.0,-12.0,50.0,#F8F28B
94.0,-12.0,58.0,#FBF27A
94.0,-6.0,-10.0,#D7F2FF
94.0,-6.0,44.0,#FFEF98
94.0,-6.0,52.0,#FFEE88
94.0,-4.0,76.0,#FFEC50
94.0,-4.0,84.0,#FFEC38
94.0,6.0,-2.0,#F8EAF2
94.0,6.0,42.0,#FFE79D
94.0,6.0,66.0,#FFE66A
94.0,16.0,-4.0,#FFE4F6
94.0,22.0,-8.0,#FFE0FE
95.0,-64.0,58.0,#88FF79
95.0,-64.0,66.0,#8FFF67
95.0,-56.0,34.0,#88FFAC
95.0,-54.0,40.0,#95FFA0
95.0,-50.0,76.0,#B9FF4E
95.0,-48.0,38.0,#A4FFA5
95.0,-36.0,2.0,#9BFFEC
95.0,-32.0,22.0,#BEFFC5
95.0,-26.0,116.0,#F4FB00
95.0,-24.0,78.0,#EFFA4B
95.0,-22.0,46.0,#E6FA96
95.0,-20.0,12.0,#D1FBD9
95.0,-20.0,60.0,#F0F978
95.0,-16.0,98.0,#FFF600
95.0,-16.0,118.0,#FFF500
95.0,-16.0,126.0,#FFF500
95.0,-10.0,122.0,#FFF200
95.0,-4.0,20.0,#F9F2CA
95.0,-4.0,28.0,#FEF1BA
95.0,-4.0,96.0,#FFEF00
95.0,0.0,90.0,#FFEC24
95.0,2.0,-8.0,#EDF0FF
95.0,6.0,-8.0,#F5EDFF
95.0,6.0,16.0,#FFECD2
95.0,8.0,30.0,#FFEAB7
96.0,-56.0,64.0,#A7FF6F
96.0,-46.0,92.0,#CBFF01
96.0,-44.0,50.0,#BBFF8F
96.0,-44.0,58.0,#C1FF7E
96.0,-40.0,88.0,#D7FF27
96.0,-40.0,96.0,#D9FF00
96.0,-38.0,20.0,#B0FFCB
96.0,-38.0,104.0,#DFFF00
96.0,-32.0,56.0,#DAFF83
96.0,-30.0,2.0,#AFFFEF
96.0,-26.0,-6.0,#AFFFFE
96.0,-24.0,0.0,#BDFFF3
96.0,-24.0,106.0,#F9FD00
96.0,-24.0,126.0,#FCFD00
96.0,-22.0,6.0,#C9FFE7
96.0,-20.0,20.0,#DBFECC
96.0,-18.0,-6.0,#C4FEFE
96.0,-16.0,0.0,#D0FDF3
96.0,-16.0,86.0,#FFF935
96.0,-16.0,110.0,#FFF800
96.0,-14.0,40.0,#F5F9A5
96.0,-10.0,-6.0,#D8FAFF
96.0,-10.0,90.0,#FFF525
96.0,-8.0,8.0,#EAF8E4
96.0,0.0,12.0,#FDF3DC
96.0,0.0,42.0,#FFF1A2
96.0,2.0,18.0,#FFF1D1
96.0,6.0,4.0,#FFEFEC
96.0,8.0,10.0,#FFEEE1
96.0,12.0,4.0,#FFEBEC
97.0,-42.0,72.0,#CFFF5F
97.0,-42.0,80.0,#D3FF49
97.0,-34.0,110.0,#EBFF00
97.0,-30.0,74.0,#E9FF5B
97.0,-28.0,14.0,#C6FFDA
97.0,-28.0,42.0,#DDFFA3
97.0,-28.0,96.0,#F3FF00
97.0,-24.0,72.0,#F3FF61
